lyrics
Encore Helmet:Group shots by eraDiscovery:
Transistional Period:
Human After All:
Tron: Legacy:
Random Access Memories:
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
Da funk back to the punk  c'mon
You might also like
 I'm dancing right beside you
 come a little closer
 the rhythm gets stronger
 you wrap your arms around too
 this dream was all gone
 I don't know what to do
 I don't know what to do
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
Doing it right
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
Doing it right
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
Doing it right
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
Doing it right
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
Doing it right
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
You might also like
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you lose your way tonight
That's how you know the magic's right
Doing it right
Everybody will be dancing and we'll feeling it right
Everybody will be dancing and be doing it right
Everybody will be dancing when we're feeling all right
Everybody will be dancing tonight
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you lose your way tonight
That's how you know the magic's right
If you lose your way tonight
That's how you know the magic's right
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you do it right
Let it go all night
Shadows on you break
Out into the light
If you lose your way tonight
That's how you know the magic's right
If you lose your way tonight
That's how you know the magic's right
If you lose your way tonight
That's how you know the magic's right
If you lose your way tonight
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Emotion
Face to Face now
Face to Face
You are
Face to Face now
With me
You are
Face to Face now
Face to Face
You are
Face to Face now
With me
You are
Dancing
You are
Dancing
You are
Face to Face now
Face to Face
You are
Face to Face now
With me
You might also like
What's going on? Could this be my understanding?
It's not your fault I was being too demanding
All because I hoped that you'd be someone different
There's not much I know about you
Fear will always make you blind
But the answer is in clear view
It's amazing what you'll find face to face
You are
Face to Face now
Face to Face
You are
Face to Face now
With me
You are
Face to Face now
Face to Face
You are
Face to Face now
With me
I turned away because I thought you were the problem
But when I faced you in my blank confusion
It really didn't make sense
Just to leave this unresolved
It's not hard to go the distance
When you finally get involved face to face
You are
Face to Face now
Face to Face
You are
Face to Face now
With me
You are
Dancing
You are
Dancing
You are
Face to Face now
Face to Face
You are
Face to Face now
With me
It really didn't make sense
Just to leave this unresolved
It's not hard to go the distance
Letting the sunlight into my eyes
Our only plan is to improvise
And it's crystal clear that I don't ever want it to end
Keep building these random memories
Turning our days into melodies
But since I can't stay
I'll just keep playing back these fragments of time
Everywhere I go these moments will shine
I'll just keep playing back these fragments of time
Everywhere I go these moments will shine
Familiar faces I've never seen
Living the gold and the silver dream
Making me feel like I'm seventeen
And it's crystal clear that I don't ever want it to end
Keep building these random memories
Turning our days into melodies
But since I can't stay
You might also like
I'll just keep playing back these fragments of time
Everywhere I go these moments will shine
I'll just keep playing back these fragments of time
Everywhere I go these moments will shine
I'll just keep playing back these fragments of time
Everywhere I go these moments will shine
I'll just keep playing back these fragments of time
All ends with beginnings
What keeps the planet spinning
The force from the beginning
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
The present has no ribbon
Your gift keeps on giving
What is this I'm feeling?
You might also like
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
All ends with beginnings
What keeps the planet spinning
The force from the beginning
We've come too far to give up who we are
So let's raise the bar
And our cups to the stars
She's up all night to the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night to the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky (x4)
The present has no ribbon
Your gift keeps on giving
What is this I'm feeling
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get harder
We're up all night to get better
We're up all night to get faster
We're up all night to get stronger
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
Freak out!
We're up all night to get lucky
We're up all night to get lucky
Freak out!
We're up all night to get lucky
We're up all night to get lucky
Freak out!
We're up all night to get lucky
We're up all night to get lucky
Freak out!
We're up all night to get lucky
We're up all night to get lucky
Freak out!
Freak out!
For you
There might be a brighter star
But in my eyes
The light of you is all I see
All ends with beginnings
What keeps the planet spinning  uh-huh
The force from the beginning
Look
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
Wе're up all night to get lucky
We'rе up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
You might also like
The present has no ribbon
Your gift keeps on giving
What is this I'm feeling?
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get back together
We're up all night to get (Let's get funked again)
We're up all night to get (Funky)
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
All ends with beginnings
What keeps the planet spinning  uh-huh
The force from the beginning
Look
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
You might also like
The present has no ribbon
Your gift keeps on giving
What is this I'm feeling?
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get back together
We're up all night to get (Let's get funked again)
We're up all night to get (Funky)
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
I definitely wanted to become a musician
It was almost impossible because—it was—the dream was so big
That I didn't see any chance because
I was living in a little town  was studying
And when I finally broke away from school and became a musician
I thought  Well  now I may have a little bit of a chance
Because all I really wanted to do is music
And not only play music  but compose music
So  I would take my car  would go to a discotheque
Sing maybe thirty minutes
I think I had about seven  eight songs
I would partially sleep in the car
Because I didn't want to drive home and that helped me for about
Almost two years to survive in the beginning
I wanted to do an album with the sounds of the '50s
The sounds of the '60s  of the '70s
And then have a sound of the future
And I said  Wait a second  I know the synthesizer
Why don't I use the synthesizer which is the sound of the future?
And I didn't have any idea what to do
But I knew I needed a click  so we put a click on the 24-track
Which then was synced to the Moog Modular
I knew that could be a sound of the future
But I didn't realize how much the impact would be
My name is Giovanni Giorgio
But everybody calls me Giorgio
You might also like
Once you free your mind about a concept of
Harmony and of music being correct
You can do whatever you want
So  nobody told me what to do
Just turn on the music
Let the music of your life
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Give life back to music
Give life back to music
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Give life back to music
Let the music in tonight
Just turn on the music
Let the music of your life
Do it  makes us
Harder  better
Faster  stronger
More than  hour
Hour  never
Ever  after
Work is  over
Work it  make it
Do it  makes us
Harder  better
Faster  stronger
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
You might also like
Work it harder  make it
Do it faster  makes us
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
Work is never over
Work it harder
Do it faster
More than ever  hour
Work is never over
Work it harder  make it better
Do it faster  makes us stronger
More than ever  hour after hour
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
We are human
After all
Much in common
After all
I don't want any other  two old friend coincidences
I don't wanna play any other game
Born a simpler day
It's not how we used to do
It's not true  it's not right
It's not how we used to do
It's not true  it's not right
It's not how we used to do
What he does  he does well
He does well and he knows  he knows it
Lay down  just lay down
I was crossed in the border  we were waiting in a line
I don't want any other  two old friend coincidencеs
Voice inside my head  dinnеr's at mine or yours?
You might also like
I don't wanna say  what he wants to know
Born a simpler day
It's not how we used to do
It's not true  it's not right
It's not how we used to do
It's not true  it's not right
It's not how we used to do
It's not how we used to do (I won't need nothing  I won't need no-o-o-o-thing)
It's not how we used to do (You won't mean nothing  you won't mean no-o-o-o-thing)
It's not true  it's not right
It's not how we used to do
It's not true  it's not right
It's not how we used to do
It's not true  it's not right
I thought of everything I'd never regret
A little time with you is all that I get
That's all we need because it's all we can take
One thing I never see the same when you're 'round
I wanna take you to that place in the Roche
But no one gives us any time anymore
He asks me once if I'd look in on his dog
I got this picture of us kids in my head
And all I hear is the last thing that you said
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
'Cause I know it unlocks like a door
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
Some more again
You might also like
It didn't matter what they wanted to see
He thought he saw someone that looked just like me
The summer memory that just never dies
We worked too long and hard to give it no time
Cracks in the road that I would try and disguise
He runs his scissors at the seam in the wall
He cannot break it down or else he would fall
One thousand lonely stars hiding in the cold
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
'Cause I know it unlocks like a door
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
'Cause I know it unlocks like a–
I'm not with you
When I'm with you
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
'Cause I know it unlocks like a door
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
'Cause I know it unlocks like a door
I know your life is speedin' and it isn't stoppin'
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
I know you don't get a chance to take a break this often
I know your life is speedin' and it isn't stoppin'
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Take your time
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
You might also like
Everybody's dancing on the floor
Getting ready for more
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Take your time
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
I know you don't get a chance to take a break this often
I know your life is speedin' and it isn't stoppin'
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Everybody's dancing on the floor
Getting ready for more
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Lose yourself to dance
Love  love  make love
Love  love  make love
Love  love  make love
Make love  love  make love
Love  love  make love
Make love  love  make love
Love  love  make love
Make love  love  make love
Love  love  make love
Love  love  make love
Love  love  make love
Make love  love  make love
Love  love  make love
One more time
One more time
We're gonna celebrate
Don't stop the dancing
One more time
We're gonna celebrate
Don't stop the dancing
One more time
We're gonna celebrate
Don't stop the dancing
One more time
We're gonna celebrate
Oh yeah
One more time
You might also like
One more time
We're gonna celebrate
Don't stop the dancing
One more time
We're gonna celebrate
Oh yeah
Don't stop the dancing
One more time
Celebration tonight
Celebrate
Don't wait too late
We don't stop
You can't stop
We're gonna celebrate
One more time
One more time
One more time
A celebration
Hey! Just feeling
Music's got me feeling the need
We're gonna celebrate
One more time
Celebrate and dance so free
Music's got me feeling so free
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
Celebrate and dance so free
One more time
Music's got me feeling so free
We're gonna celebrate
 stop the music and go home
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
Rock  robot rock
I might not be the right one
But there's something about us I want to say
'Cause there's something between us anyway
I might not be the right one
It might not be the right time
But there's something about us I've got to do
Some kind of secret I will share with you
I need you more than anything in my life
I want you more than anything in my life
I'll miss you more than anyone in my life
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
Something's in the air
DJ Funk
DJ Sneak
DJ Rush
Wax Master
Hyperactive
Jammin Gerald
Brian Wilson
George Clinton
Lil Louis
Ashley Beedle
Neil Landstrumm
Kenny Dope
DJ Hell
Louie Vega
K-Alexi
Armando in the house
Gemini is in the house
Jeff Mills is in the house
DJ Deeon
DJ Milton
DJ Slugo
DJs on the low
Green Velvet
Joey Beltram
DJ ESP
Roy Davis
Boo Williams
DJ Tonka
DJ Skull
DJ Pierre
Todd Edwards in the house
Romanthony in the house
CVO in the house
Luke Slater
Derrick Carter
Robert Hood
Parris Mitchell
Dave Clarke is in the house
Van Helden in the house
Armani in the house
Trash it  change it  mail – upgrade it
Charge it  point it  zoom it  press it
Snap it  work it  quick – erase it
Write it  cut it  paste it  save it
Load it  check it  quick – rewrite it
Plug it  play it  burn it  rip it
Drag and drop it  zip – unzip it
Lock it  fill it  call it  find it
View it  code it  jam – unlock it
Surf it  scroll it  pause it  click it
Cross it  crack it  switch – update it
Name it  read it  tune it  print it
Scan it  send it  fax – rename it
Touch it  bring it  pay it  watch it
Turn it  leave it  start – format it
Buy it  use it  break it  fix it
Trash it  change it  mail – upgrade it
Charge it  point it  zoom it  press it
Snap it  work it  quick – erase it
Write it  cut it  paste it  save it
Load it  check it  quick – rewrite it
Plug it  play it  burn it  rip it
Drag and drop it  zip – unzip it
Lock it  fill it  call it  find it
View it  code it  jam – unlock it
Surf it  scroll it  pause it  click it
Cross it  crack it  switch – update it
Name it  read it  tune it  print it
Scan it  send it  fax – rename it
Touch it  bring it  pay it  watch it
Turn it  leave it  start – format it
You might also like
Technologic
Technologic
Technologic
Technologic
Buy it  use it  break it  fix it
Trash it  change it  mail – upgrade it
Charge it  point it  zoom it  press it
Snap it  work it  quick – erase it
Write it  cut it  paste it  save it
Load it  check it  quick – rewrite it
Plug it  play it  burn it  rip it
Drag and drop it  zip – unzip it
Lock it  fill it  call it  find it
View it  code it  jam – unlock it
Surf it  scroll it  pause it  click it
Cross it  crack it  switch – update it
Name it  read it  tune it  print it
Scan it  send it  fax – rename it
Touch it  bring it  pay it  watch it
Turn it  leave it  start – format it
Buy it  use it  break it  fix it
Trash it  change it  mail – upgrade it
Charge it  point it  zoom it  press it
Snap it  work it  quick – erase it
Write it  cut it  paste it  save it
Load it  check it  quick – rewrite it
Plug it  play it  burn it  rip it
Drag and drop it  zip – unzip it
Touch it  bring it  pay it  watch it
Turn it  leave it  start – format it
Touch it  scroll it  pause it  click it
Cross it  crack it  switch – update it
Lock it  fill it  call it  find it
View it  code it  jam – unlock it
Buy it  use it  break it  fix it
Trash it  change it  mail – upgrade it
